#CHR	START	END	clone0	clone1	clone2
chr20	39092000	40089000	2|2	2|2	3|2
chr20	40089000	43332000	2|2	2|2	2|2
chr20	43332000	48536000	2|4	2|4	2|4
chr20	48536000	61920000	2|2	2|2	2|2
chr20	61920000	62922000	2|2	2|2	3|2
chr20	62922000	63025520	2|2	2|2	2|2
chr19	0	9103000	2|2	1|2	2|2
chr19	9103000	10107000	2|2	1|2	2|1
chr19	10107000	17842000	2|2	1|2	2|2
chr19	17842000	18873000	2|2	1|2	1|2
chr19	18873000	23133000	2|2	1|2	2|2
chr19	23133000	33965000	2|0	1|0	2|0
chr19	33965000	42505000	2|2	1|2	2|2
chr19	42505000	45737000	2|2	1|3	2|2
chr19	45737000	58617000	2|2	1|2	2|2
chr19	58617000	59128983	2|2	2|2	2|2
chr22	0	6334000	2|2	2|2	2|2
chr22	6334000	18002000	2|2	2|2	3|2
chr22	18002000	29621000	2|2	2|2	2|2
chr22	29621000	30428000	2|2	2|2	3|2
chr22	30428000	32063000	2|4	2|4	3|4
chr22	32063000	32524000	2|4	3|4	3|4
chr22	32524000	33601000	2|4	3|4	2|4
chr22	33601000	34869000	2|0	3|0	2|0
chr22	34869000	37103000	2|0	2|0	2|0
chr22	37103000	42106000	2|4	2|4	2|4
chr22	42106000	51304566	2|2	2|2	2|2
chr21	0	115000	2|2	2|2	2|2
chr21	115000	1291000	2|4	2|4	2|4
chr21	1291000	2119000	2|4	2|3	2|4
chr21	2119000	2292000	2|4	2|3	2|3
chr21	2292000	3751000	2|4	2|4	2|3
chr21	3751000	21054000	2|2	2|2	2|1
chr21	21054000	23809000	0|2	0|2	0|1
chr21	23809000	28621000	2|2	2|2	2|1
chr21	28621000	35599000	2|2	2|2	2|2
chr21	35599000	38062000	2|2	2|3	2|2
chr21	38062000	48129895	2|2	2|2	2|2
