#CHR	START	END	clone0	clone1	clone2
chr15	44854000	45873000	2|2	1|2	2|2
chr15	45873000	59237000	2|2	2|2	2|2
chr15	59237000	62398000	4|2	4|2	4|2
chr15	62398000	64543000	2|2	2|2	2|2
chr15	64543000	75858000	2|4	2|4	2|4
chr15	75858000	80465000	2|2	2|2	2|2
chr15	80465000	101753000	2|0	2|0	2|0
chr15	101753000	102531392	2|2	2|2	2|2
chr16	0	1000	2|2	2|2	2|0
chr16	1000	10098000	2|2	2|2	2|1
chr16	10098000	11088000	2|4	2|4	2|2
chr16	11088000	33166000	2|2	2|2	2|1
chr16	33166000	42604000	2|2	1|2	2|1
chr16	42604000	44813000	2|2	2|2	2|1
chr16	44813000	45813000	2|0	2|0	2|0
chr16	45813000	46321000	2|2	2|2	2|1
chr16	46321000	51609000	2|2	1|2	2|1
chr16	51609000	52397000	2|2	2|2	2|1
chr16	52397000	52494000	2|2	2|2	3|1
chr16	52494000	53412000	2|0	2|0	3|0
chr16	53412000	54844000	2|0	2|0	2|0
chr16	54844000	55648000	2|2	2|2	2|1
chr16	55648000	56005000	4|2	5|2	4|1
chr16	56005000	57012000	4|2	5|2	5|1
chr16	57012000	57019000	2|2	2|2	3|1
chr16	57019000	58028000	2|2	2|2	2|1
chr16	58028000	58061000	4|2	5|2	4|1
chr16	58061000	63975000	4|2	4|2	4|1
chr16	63975000	66165000	4|2	5|2	4|1
chr16	66165000	85218000	2|2	2|2	2|1
chr16	85218000	88121000	2|2	2|3	2|1
chr16	88121000	90354753	2|2	2|2	2|1
chr17	0	4657000	2|2	2|2	2|2
chr17	4657000	5705000	2|4	2|4	2|4
chr17	5705000	7045000	2|0	2|0	2|0
chr17	7045000	8924000	2|0	2|0	1|0
chr17	8924000	10304000	2|4	2|4	1|4
chr17	10304000	14059000	2|2	2|2	1|2
chr17	14059000	15838000	2|2	2|1	1|2
chr17	15838000	23329000	2|2	2|1	2|2
chr17	23329000	29992000	2|2	2|1	2|3
chr17	29992000	30990000	2|2	2|1	2|4
chr17	30990000	31324000	2|2	2|1	2|3
chr17	31324000	34543000	2|2	2|1	2|2
chr17	34543000	36985000	2|2	2|2	2|2
chr17	36985000	37988000	2|2	2|2	2|3
chr17	37988000	48289000	2|2	2|2	2|2
chr17	48289000	48373000	2|4	2|4	2|5
chr17	48373000	49179000	2|4	2|4	2|6
chr17	49179000	49279000	2|4	2|4	2|5
chr17	49279000	52533000	2|2	2|2	2|2
chr17	52533000	56875000	2|2	2|2	2|3
chr17	56875000	58590000	2|2	2|3	2|3
chr17	58590000	66877000	2|2	2|3	2|2
chr17	66877000	81195210	2|2	2|2	2|2
chr18	0	1796000	2|2	2|2	2|2
chr18	1796000	4459000	2|2	2|1	2|2
chr18	4459000	5446000	2|2	2|1	2|1
chr18	5446000	8509000	2|2	2|1	2|2
chr18	8509000	9503000	2|4	2|2	2|4
chr18	9503000	24956000	2|2	2|1	2|2
chr18	24956000	25074000	2|1	2|1	2|1
chr18	25074000	25973000	2|1	2|1	3|1
chr18	25973000	27480000	2|2	2|1	3|2
chr18	27480000	37410000	2|2	2|1	2|2
chr18	37410000	40912000	2|2	1|1	2|2
chr18	40912000	42208000	2|2	2|1	2|2
chr18	42208000	42385000	2|2	3|1	2|2
chr18	42385000	45061000	2|2	3|1	1|2
chr18	45061000	45324000	2|2	2|1	1|2
chr18	45324000	45369000	2|2	2|1	2|2
chr18	45369000	48165000	2|2	3|1	2|2
chr18	48165000	49169000	2|2	3|1	2|3
chr18	49169000	53441000	2|2	3|1	2|2
chr18	53441000	58620000	2|2	2|1	2|2
chr18	58620000	65878000	2|2	2|0	2|2
chr18	65878000	67078000	2|2	2|1	2|2
chr18	67078000	68085000	2|2	2|1	2|3
chr18	68085000	71513000	2|2	2|1	2|2
chr18	71513000	71599000	2|2	1|1	2|2
chr18	71599000	74248000	2|2	1|2	2|2
chr18	74248000	74592000	2|2	1|1	2|2
chr18	74592000	78077248	2|2	2|1	2|2
chr20	0	4955000	2|2	1|2	2|2
chr20	4955000	5709000	2|2	2|2	2|2
chr20	5709000	6687000	0|2	0|2	0|2
chr20	6687000	8317000	2|2	2|2	2|2
chr20	8317000	8876000	2|2	2|2	3|2
chr20	8876000	9307000	2|2	1|2	3|2
chr20	9307000	10228000	2|2	1|2	2|2
chr20	10228000	10788000	2|2	1|3	2|2
chr20	10788000	11771000	0|2	0|3	0|2
chr20	11771000	12241000	2|2	1|3	2|2
chr20	12241000	14231000	2|2	1|3	1|2
chr20	14231000	15729000	2|2	2|3	1|2
chr20	15729000	27734000	2|2	2|3	2|2
chr20	27734000	36135000	2|2	2|2	2|2
chr20	36135000	37141000	2|2	2|2	3|2
chr20	37141000	55194000	2|2	2|2	2|2
chr20	55194000	63025520	2|2	1|2	2|2
chr19	0	1081000	4|2	4|2	4|2
chr19	1081000	2082000	4|2	4|2	3|2
chr19	2082000	16497000	4|2	4|2	4|2
chr19	16497000	20435000	4|2	3|2	4|2
chr19	20435000	22882000	4|2	4|2	4|2
chr19	22882000	23855000	4|2	4|2	3|2
chr19	23855000	26675000	4|2	4|2	4|2
chr19	26675000	27674000	4|2	3|2	4|2
chr19	27674000	29565000	4|2	4|2	4|2
chr19	29565000	52604000	2|2	2|2	2|2
chr19	52604000	54723000	2|0	2|0	2|0
chr19	54723000	55738000	2|0	2|0	1|0
chr19	55738000	56573000	2|0	2|0	2|0
chr19	56573000	59128983	2|2	2|2	2|2
chr22	0	562000	2|2	2|2	2|1
chr22	562000	4410000	2|2	2|2	2|2
chr22	4410000	6679000	2|0	2|0	2|0
chr22	6679000	8230000	2|2	2|2	2|2
chr22	8230000	8242000	2|2	2|2	1|2
chr22	8242000	20688000	2|2	2|2	2|2
chr22	20688000	21525000	2|2	2|3	2|2
chr22	21525000	22525000	2|2	3|3	2|2
chr22	22525000	24612000	2|2	2|3	2|2
chr22	24612000	26709000	2|2	2|2	2|2
chr22	26709000	30002000	2|2	2|3	2|2
chr22	30002000	38202000	2|2	2|2	2|2
chr22	38202000	41744000	2|2	2|3	2|2
chr22	41744000	42213000	2|2	2|3	2|1
chr22	42213000	42371000	2|2	2|2	2|1
chr22	42371000	43208000	2|2	2|1	2|1
chr22	43208000	51304566	2|2	2|2	2|1
chr21	0	5361000	2|2	2|2	2|2
chr21	5361000	6351000	2|2	2|2	2|1
chr21	6351000	9358000	2|2	2|2	2|2
chr21	9358000	10975000	2|1	2|1	2|1
chr21	10975000	11973000	2|1	2|1	3|1
chr21	11973000	24064000	2|1	2|1	2|1
chr21	24064000	27625000	0|1	0|1	0|1
chr21	27625000	35656000	0|2	0|2	0|2
chr21	35656000	44411000	0|2	0|3	0|2
chr21	44411000	48129895	0|2	0|2	0|2
